Order,Line,Site,Supplier,Name,Item Number,Quantity Ordered,Quantity Open,Quantity Received,UM,Due Date,Sales/Job,Producti,St,ERS PL Opt,ERS Opt,Consignment,Type,Operation,Ship-To,Performance Date,Need Date,Order Revision,Item Description
PO031712,6,11-300,20S1002,Pharmaceutical Chemical Supply,80037,5.0,0.0,5.0,L,05/03/2017,,,c,0,1,No,,0,11-300,05/03/2017,05/03/2017,0,EDTA Liquid
PO031712,7,11-300,20S1002,Pharmaceutical Chemical Supply,80038,"2,750.0",0.0,"2,750.0",L,05/03/2017,,,c,0,1,No,,0,11-300,05/03/2017,05/03/2017,0,Phenoxyethanol Liquid
PO031712,8,11-300,20S1002,Pharmaceutical Chemical Supply,80040,850.0,0.0,850.0,L,05/03/2017,,,c,0,1,No,,0,11-300,05/03/2017,05/03/2017,0,Lidocaine Liquid
PO031712,9,11-500,20S1002,Pharmaceutical Chemical Supply,80062,5.0,0.0,5.0,ML,05/03/2017,,,c,0,1,No,,0,11-300,05/03/2017,05/03/2017,0,Dextrose
PO031713,1,11-300,20S1003,Containers Ltd,90014,"500,500.0",0.0,"500,500.0",EA,05/03/2017,,,c,0,1,No,,0,11-500,05/03/2017,05/03/2017,0,5 ml Tube
PO031713,2,11-500,20S1003,Containers Ltd,90017,750.0,0.0,750.0,EA,05/03/2017,,,c,0,1,No,,0,11-500,05/03/2017,05/03/2017,0,"Bottle, 50 Size"
PO031713,3,11-500,20S1003,Containers Ltd,90030,"1,450.0",0.0,"1,450.0",EA,05/03/2017,,,c,0,1,No,,0,11-500,05/03/2017,05/03/2017,0,"Blister Pack, 6 Tablet"
PO031713,4,11-300,20S1003,Containers Ltd,90050,"2,250.0",0.0,"2,250.0",EA,05/03/2017,,,c,0,1,No,,0,11-500,05/03/2017,05/03/2017,0,25 Gallon Drum
PO031713,5,11-500,20S1003,Containers Ltd,90073,750.0,0.0,750.0,EA,05/03/2017,,,c,0,1,No,,0,11-500,05/03/2017,05/03/2017,0,"Box, 2 Blister Pack Size"
PO031714,1,11-100,21S1001,Power Cord International,60009,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Probe Housing Rev. A
PO031714,2,11-100,21S1001,Power Cord International,60080,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Cord - UK
PO031714,3,11-100,21S1001,Power Cord International,60081,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Cord - US
PO031714,4,11-100,21S1001,Power Cord International,60082,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Cord - Australia
PO031714,5,11-100,21S1001,Power Cord International,60083,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Cord - Universal
PO031714,6,11-100,21S1001,Power Cord International,60088,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Converter-Standard
PO031714,7,11-100,21S1001,Power Cord International,60089,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Power Converter - Smart
PO031715,1,11-100,21S1003,Babberich Electronics,60014,20.0,0.0,20.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Software CD
PO031715,2,11-100,21S1003,Babberich Electronics,60050,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Base Unit / CPU
PO031715,3,11-100,21S1003,Babberich Electronics,60051,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Microprocessor IM Rev. A
PO031716,1,11-300,22S1001,Cheshire Packaging Products,90015,"250,100.0",0.0,"250,100.0",EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,15 ml Tube
PO031716,2,11-500,22S1001,Cheshire Packaging Products,90018,750.0,0.0,750.0,EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,"Bottle, 100 Size"
PO031716,3,11-200,22S1001,Cheshire Packaging Products,90031,"12,500.0",0.0,"12,500.0",EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Generic Packaging
PO031716,4,11-300,22S1001,Cheshire Packaging Products,90070,"4,750.0",0.0,"4,750.0",EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Assortment Box
PO031716,5,11-300,22S1001,Cheshire Packaging Products,90071,"4,700.0",0.0,"4,700.0",EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,"Multi-Pack, 2 Bottle Box"
PO031716,6,11-300,22S1001,Cheshire Packaging Products,90092,"30,000.0",0.0,"30,000.0",EA,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Standard Box
PO031717,1,11-400,22S1002,Organic Food Supply,80053,"12,500.0",0.0,"12,500.0",ML,15/03/2017,,,c,0,1,No,,0,11-400,15/03/2017,15/03/2017,0,Preservative
PO031718,1,11-100,30S1001,Xia Electronics,60004,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Transducer - 10 Mhz
PO031718,2,11-100,30S1001,Xia Electronics,60010,"6,000.0",0.0,"6,000.0",G,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Pepared Layered Mat
PO031719,1,11-100,30S1002,Tabu Power Cord Co.,60006,25.0,0.0,25.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Monitor Cable
PO031719,2,11-100,30S1002,Tabu Power Cord Co.,60011,100.0,0.0,100.0,EA,15/03/2017,,,c,0,1,No,,0,11-100,15/03/2017,15/03/2017,0,Oscillator Elements
PO031720,1,11-300,30S1004,Shanghai Chemical Manufacturers,80003,"2,000.0",0.0,"2,000.0",ML,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Phenolic
PO031720,2,11-300,30S1004,Shanghai Chemical Manufacturers,80032,260.0,0.0,260.0,L,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Glycerin Liquid
PO031720,3,11-300,30S1004,Shanghai Chemical Manufacturers,80045,"22,500.0",0.0,"22,500.0",G,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Cyamposis Tetragonolobus (Guar Gum) Powder
PO031720,4,11-300,30S1004,Shanghai Chemical Manufacturers,80046,"11,400.0",0.0,"11,400.0",G,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Citric Acid Powder
PO031720,5,11-500,30S1004,Shanghai Chemical Manufacturers,80063,5.0,0.0,5.0,ML,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Flavor
PO031720,6,11-500,30S1004,Shanghai Chemical Manufacturers,80066,65.0,0.0,65.0,G,15/03/2017,,,c,0,1,No,,0,11-300,15/03/2017,15/03/2017,0,Sorbitol
PO031721,1,11-200,31S1002,Sydney Copper Company,62250,"2,000.0",0.0,"2,000.0",LB,17/03/2017,,,c,0,1,No,,0,11-200,17/03/2017,17/03/2017,0,Steel CRS 18ga 4301
PO031722,1,11-200,31S1003,Henderson Industrial,62202,"4,600.0",0.0,"4,600.0",EA,05/03/2017,,,c,0,1,No,,0,11-200,05/03/2017,05/03/2017,0,Pem Nut #6 .0125
PO031723,1,11-100,23S1000,Leiferant A,60002,10.0,0.0,10.0,EA,06/03/2017,,,c,0,1,No,,0,11-100,06/03/2017,06/03/2017,0,Display / Readout
PO031724,1,11-100,23S1001,BGS Innovation AG,60003,10.0,0.0,10.0,EA,07/03/2017,,,c,0,1,No,,0,11-100,07/03/2017,07/03/2017,0,Keyboard
PO031725,1,11-500,23S1002,Huber Metalwaren,90073,100.0,0.0,100.0,EA,10/03/2017,,,c,0,1,No,,0,11-500,10/03/2017,10/03/2017,0,"Box, 2 Blister Pack Size"
PO031726,1,11-300,40S1000,Lojas Americanas,90050,100.0,0.0,100.0,EA,05/03/2017,,,c,0,1,No,,0,11-300,05/03/2017,05/03/2017,0,25 Gallon Drum
PO031727,1,11-100,40S1001,ABC Compomentes Electronicos SA,90093,100.0,0.0,100.0,EA,17/03/2017,,,c,0,1,No,,0,11-300,17/03/2017,17/03/2017,0,Shipping Carton
PO031728,1,11-300,40S1002,Tintas Coloridas SA,90091,100.0,0.0,100.0,EA,06/03/2017,,,c,0,1,No,,0,11-300,06/03/2017,06/03/2017,0,Standard Shipping Box
PO031799,1,11-100,10S1002,Bridgeville Industries,60005,20.0,0.0,20.0,EA,,,,c,0,1,No,,0,11-100,,,1,Battery
PO031799,2,11-100,10S1002,Bridgeville Industries,60005,10.0,0.0,10.0,EA,09/03/2017,,,c,0,1,No,,0,11-100,09/03/2017,09/03/2017,1,Battery
PO031801,1,11-400,10S1001,Taylor & Fulton Fruit Co.,80050,20.0,0.0,20.0,LB,06/03/2018,,,c,0,1,No,,0,11-400,06/03/2018,06/03/2018,0,Fruit
PO031802,1,11-100,10S1002,Bridgeville Industries,60001,50.0,0.0,50.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Durable Plastic Housing
PO031802,2,11-100,10S1002,Bridgeville Industries,60005,50.0,0.0,50.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Battery
PO031802,3,11-100,10S1002,Bridgeville Industries,60007,50.0,0.0,50.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Movable Cart
PO031802,4,11-100,10S1002,Bridgeville Industries,60012,150.0,0.0,150.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Electrodes
PO031802,5,11-200,10S1002,Bridgeville Industries,62201,"1,200.0",0.0,"1,200.0",EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,"24V Amp 2HP, 1/2 Dia"
PO031802,6,11-200,10S1002,Bridgeville Industries,62203,"9,500.0",0.0,"9,500.0",EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,"Stud Press Fit #6 1/4"""
PO031803,1,11-100,10S1003,Heron Surgical Supply,01012,650.0,0.0,650.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,"Sterile Probe Covers, 20 One time use"
PO031804,1,11-100,10S1004,Sungro Chemicals,60061,90.0,0.0,90.0,GA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Black Paint
PO031804,2,11-100,10S1004,Sungro Chemicals,60062,90.0,0.0,90.0,GA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,"Paint, Other"
PO031804,3,11-300,10S1004,Sungro Chemicals,80010,"9,200.0",0.0,"9,200.0",GA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Distilled Water Liquid
PO031804,4,11-300,10S1004,Sungro Chemicals,80011,320.0,0.0,320.0,GA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Purified Water Liquid
PO031804,5,11-300,10S1004,Sungro Chemicals,80041,"1,300.0",0.0,"1,300.0",G,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Caromer 980 Powder/Thickening Agent
PO031804,6,11-300,10S1004,Sungro Chemicals,80043,"22,500.0",0.0,"22,500.0",G,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Ceratonia Siliquis (Locust Bean Gum) Powder
PO031804,7,11-300,10S1004,Sungro Chemicals,80044,"22,500.0",0.0,"22,500.0",G,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Xanthan Gum Powder
PO031804,8,11-500,10S1004,Sungro Chemicals,80060,"1,000.0",0.0,"1,000.0",G,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Simethicone
PO031804,9,11-500,10S1004,Sungro Chemicals,80064,20.0,0.0,20.0,G,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Magnesium Stearate
PO031805,1,11-100,10S1005,Absolute Electronics Company,60003,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Keyboard
PO031806,1,11-100,10S1006,Hampton Electronics,60002,25.0,0.0,25.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Display / Readout
PO031806,2,11-100,10S1006,Hampton Electronics,60008,25.0,0.0,25.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Printer
PO031807,1,11-400,11S1000,Chiro Foods Limited,80051,10.0,0.0,10.0,G,06/03/2018,,,c,0,1,No,,0,11-400,06/03/2018,06/03/2018,0,Proprietary Spice Mix
PO031808,1,11-300,11S1001,Plastics of Oshawa,90010,"4,800.0",0.0,"4,800.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Pump Dispenser .25l
PO031808,2,11-300,11S1001,Plastics of Oshawa,90011,"33,000.0",0.0,"33,000.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Plastic Bottle .5l
PO031808,3,11-300,11S1001,Plastics of Oshawa,90012,"4,800.0",0.0,"4,800.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Plastic Bottle 1l
PO031808,4,11-400,11S1001,Plastics of Oshawa,90019,"11,100.0",0.0,"11,100.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,"Plastic Bottle, 750 ml"
PO031809,1,11-300,12S1001,Packaging Components Ltd.,90013,"11,500.0",0.0,"11,500.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,4 Liter Tub
PO031809,2,11-300,12S1001,Packaging Components Ltd.,90016,"200,000.0",0.0,"200,000.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,25 ml Tube
PO031809,3,11-300,12S1001,Packaging Components Ltd.,90040,"47,500.0",0.0,"47,500.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Caps
PO031809,4,11-300,12S1001,Packaging Components Ltd.,90072,"4,660.0",0.0,"4,660.0",EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,"Multi-Pack, 4 Bottle Box"
PO031809,5,11-100,12S1001,Packaging Components Ltd.,90093,75.0,0.0,75.0,EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Shipping Carton
PO031810,1,11-100,12S1002,Mexico City Chemicals,60060,160.0,0.0,160.0,GA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,White Paint
PO031810,2,11-300,12S1002,Mexico City Chemicals,80020,600.0,0.0,600.0,ML,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Fragrance
PO031810,3,11-300,12S1002,Mexico City Chemicals,80021,125.0,0.0,125.0,GA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Green Colorant
PO031810,4,11-300,12S1002,Mexico City Chemicals,80033,35.0,0.0,35.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Jojoba Oil Liquid
PO031810,5,11-300,12S1002,Mexico City Chemicals,80034,325.0,0.0,325.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Aloe Vera Oil Liquid
PO031810,6,11-300,12S1002,Mexico City Chemicals,80042,"4,500.0",0.0,"4,500.0",G,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Potassium Sorbate Powder
PO031810,7,11-500,12S1002,Mexico City Chemicals,80061,10.0,0.0,10.0,G,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Compressable Sugar
PO031810,8,11-500,12S1002,Mexico City Chemicals,80065,75.0,0.0,75.0,G,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Maltodextrin
PO031811,1,11-100,12S1003,Puerto Vallarta Surgical Supplies,01013,"2,700.0",0.0,"2,700.0",BX,08/03/2018,,,c,0,1,No,,0,11-100,08/03/2018,08/03/2018,0,"Sterile Wipes, Box of 50"
PO031812,1,11-300,20S1002,Pharmaceutical Chemical Supply,80001,"1,000.0",0.0,"1,000.0",G,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Quaternary Amonium Chloride
PO031812,2,11-300,20S1002,Pharmaceutical Chemical Supply,80002,500.0,0.0,500.0,G,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Biguanide Compound
PO031812,3,11-300,20S1002,Pharmaceutical Chemical Supply,80031,"1,900.0",0.0,"1,900.0",L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Ethanol Liquid
PO031812,4,11-300,20S1002,Pharmaceutical Chemical Supply,80035,35.0,0.0,35.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Glyceryl Monoiaurate Liquid
PO031812,5,11-300,20S1002,Pharmaceutical Chemical Supply,80036,110.0,0.0,110.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Benzyl Alcohol Liquid
PO031812,6,11-300,20S1002,Pharmaceutical Chemical Supply,80037,5.0,0.0,5.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,EDTA Liquid
PO031812,7,11-300,20S1002,Pharmaceutical Chemical Supply,80038,"2,750.0",0.0,"2,750.0",L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Phenoxyethanol Liquid
PO031812,8,11-300,20S1002,Pharmaceutical Chemical Supply,80040,850.0,0.0,850.0,L,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Lidocaine Liquid
PO031812,9,11-500,20S1002,Pharmaceutical Chemical Supply,80062,5.0,0.0,5.0,ML,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Dextrose
PO031813,1,11-300,20S1003,Containers Ltd,90014,"500,500.0",0.0,"500,500.0",EA,06/03/2018,,,c,0,1,No,,0,11-500,06/03/2018,06/03/2018,0,5 ml Tube
PO031813,2,11-500,20S1003,Containers Ltd,90017,750.0,0.0,750.0,EA,06/03/2018,,,c,0,1,No,,0,11-500,06/03/2018,06/03/2018,0,"Bottle, 50 Size"
PO031813,3,11-500,20S1003,Containers Ltd,90030,"1,450.0",0.0,"1,450.0",EA,06/03/2018,,,c,0,1,No,,0,11-500,06/03/2018,06/03/2018,0,"Blister Pack, 6 Tablet"
PO031813,4,11-300,20S1003,Containers Ltd,90050,"2,250.0",0.0,"2,250.0",EA,06/03/2018,,,c,0,1,No,,0,11-500,06/03/2018,06/03/2018,0,25 Gallon Drum
PO031813,5,11-500,20S1003,Containers Ltd,90073,750.0,0.0,750.0,EA,06/03/2018,,,c,0,1,No,,0,11-500,06/03/2018,06/03/2018,0,"Box, 2 Blister Pack Size"
PO031814,1,11-100,21S1001,Power Cord International,60009,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Probe Housing Rev. A
PO031814,2,11-100,21S1001,Power Cord International,60080,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Cord - UK
PO031814,3,11-100,21S1001,Power Cord International,60081,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Cord - US
PO031814,4,11-100,21S1001,Power Cord International,60082,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Cord - Australia
PO031814,5,11-100,21S1001,Power Cord International,60083,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Cord - Universal
PO031814,6,11-100,21S1001,Power Cord International,60088,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Converter-Standard
PO031814,7,11-100,21S1001,Power Cord International,60089,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Power Converter - Smart
PO031815,1,11-100,21S1003,Babberich Electronics,60014,20.0,0.0,20.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Software CD
PO031815,2,11-100,21S1003,Babberich Electronics,60050,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Base Unit / CPU
PO031815,3,11-100,21S1003,Babberich Electronics,60051,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Microprocessor IM Rev. A
PO031816,1,11-300,22S1001,Cheshire Packaging Products,90015,"250,100.0",0.0,"250,100.0",EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,15 ml Tube
PO031816,2,11-500,22S1001,Cheshire Packaging Products,90018,750.0,0.0,750.0,EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,"Bottle, 100 Size"
PO031816,3,11-200,22S1001,Cheshire Packaging Products,90031,"12,500.0",0.0,"12,500.0",EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Generic Packaging
PO031816,4,11-300,22S1001,Cheshire Packaging Products,90070,"4,750.0",0.0,"4,750.0",EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Assortment Box
PO031816,5,11-300,22S1001,Cheshire Packaging Products,90071,"4,700.0",0.0,"4,700.0",EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,"Multi-Pack, 2 Bottle Box"
PO031816,6,11-300,22S1001,Cheshire Packaging Products,90092,"30,000.0",0.0,"30,000.0",EA,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Standard Box
PO031817,1,11-400,22S1002,Organic Food Supply,80053,"12,500.0",0.0,"12,500.0",ML,14/03/2018,,,c,0,1,No,,0,11-400,14/03/2018,14/03/2018,0,Preservative
PO031818,1,11-100,30S1001,Xia Electronics,60004,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Transducer - 10 Mhz
PO031818,2,11-100,30S1001,Xia Electronics,60010,"6,000.0",0.0,"6,000.0",G,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Pepared Layered Mat
PO031819,1,11-100,30S1002,Tabu Power Cord Co.,60006,25.0,0.0,25.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Monitor Cable
PO031819,2,11-100,30S1002,Tabu Power Cord Co.,60011,100.0,0.0,100.0,EA,14/03/2018,,,c,0,1,No,,0,11-100,14/03/2018,14/03/2018,0,Oscillator Elements
PO031820,1,11-300,30S1004,Shanghai Chemical Manufacturers,80003,"2,000.0",0.0,"2,000.0",ML,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Phenolic
PO031820,2,11-300,30S1004,Shanghai Chemical Manufacturers,80032,260.0,0.0,260.0,L,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Glycerin Liquid
PO031820,3,11-300,30S1004,Shanghai Chemical Manufacturers,80045,"22,500.0",0.0,"22,500.0",G,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Cyamposis Tetragonolobus (Guar Gum) Powder
PO031820,4,11-300,30S1004,Shanghai Chemical Manufacturers,80046,"11,400.0",0.0,"11,400.0",G,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Citric Acid Powder
PO031820,5,11-500,30S1004,Shanghai Chemical Manufacturers,80063,5.0,0.0,5.0,ML,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Flavor
PO031820,6,11-500,30S1004,Shanghai Chemical Manufacturers,80066,65.0,0.0,65.0,G,14/03/2018,,,c,0,1,No,,0,11-300,14/03/2018,14/03/2018,0,Sorbitol
PO031821,1,11-200,31S1002,Sydney Copper Company,62250,"2,000.0",0.0,"2,000.0",LB,16/03/2018,,,c,0,1,No,,0,11-200,16/03/2018,16/03/2018,0,Steel CRS 18ga 4301
PO031822,1,11-200,31S1003,Henderson Industrial,62202,"4,600.0",0.0,"4,600.0",EA,06/03/2018,,,c,0,1,No,,0,11-200,06/03/2018,06/03/2018,0,Pem Nut #6 .0125
PO031823,1,11-100,23S1000,Leiferant A,60002,10.0,0.0,10.0,EA,06/03/2018,,,c,0,1,No,,0,11-100,06/03/2018,06/03/2018,0,Display / Readout
PO031824,1,11-100,23S1001,BGS Innovation AG,60003,10.0,0.0,10.0,EA,08/03/2018,,,c,0,1,No,,0,11-100,08/03/2018,08/03/2018,0,Keyboard
PO031825,1,11-500,23S1002,Huber Metalwaren,90073,100.0,0.0,100.0,EA,10/03/2018,,,c,0,1,No,,0,11-500,10/03/2018,10/03/2018,0,"Box, 2 Blister Pack Size"
PO031826,1,11-300,40S1000,Lojas Americanas,90050,100.0,0.0,100.0,EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,25 Gallon Drum
PO031827,1,11-100,40S1001,ABC Compomentes Electronicos SA,90093,100.0,0.0,100.0,EA,16/03/2018,,,c,0,1,No,,0,11-300,16/03/2018,16/03/2018,0,Shipping Carton
PO031828,1,11-300,40S1002,Tintas Coloridas SA,90091,100.0,0.0,100.0,EA,06/03/2018,,,c,0,1,No,,0,11-300,06/03/2018,06/03/2018,0,Standard Shipping Box
PO031899,1,11-100,10S1002,Bridgeville Industries,60005,20.0,0.0,20.0,EA,,,,c,0,1,No,,0,11-100,,,1,Battery
PO031899,2,11-100,10S1002,Bridgeville Industries,60005,10.0,0.0,10.0,EA,09/03/2018,,,c,0,1,No,,0,11-100,09/03/2018,09/03/2018,1,Battery
PO031901,1,11-400,10S1001,Taylor & Fulton Fruit Co.,80050,20.0,0.0,20.0,LB,06/03/2019,,,c,0,1,No,,0,11-400,06/03/2019,06/03/2019,0,Fruit
PO031902,1,11-100,10S1002,Bridgeville Industries,60001,50.0,0.0,50.0,EA,06/03/2019,,,c,0,1,No,,0,11-100,06/03/2019,06/03/2019,0,Durable Plastic Housing
PO031902,2,11-100,10S1002,Bridgeville Industries,60005,50.0,0.0,50.0,EA,06/03/2019,,,c,0,1,No,,0,11-100,06/03/2019,06/03/2019,0,Battery
PO031902,3,11-100,10S1002,Bridgeville Industries,60007,50.0,0.0,50.0,EA,06/03/2019,,,c,0,1,No,,0,11-100,06/03/2019,06/03/2019,0,Movable Cart
PO031902,4,11-100,10S1002,Bridgeville Industries,60012,150.0,0.0,150.0,EA,06/03/2019,,,c,0,1,No,,0,11-100,06/03/2019,06/03/2019,0,Electrodes
PO031902,5,11-200,10S1002,Bridgeville Industries,62201,"1,200.0",0.0,"1,200.0",EA,06/03/2019,,,c,0,1,No,,0,11-100,06/03/2019,06/03/2019,0,"24V Amp 2HP, 1/2 Dia"
